Tipo de Inmueble,Direccion,Area Construida,Area Total,Pisos,dormitorios,baños,Cochera,Precio Soles,Precio Dolares
LOCAL COMERCIAL EN ALQUILER,"Lima, Lima, San Martin de Porres",Área Construida : 50.00 m²,Área Ocupada : 0 m²,Pisos : 1,Habitaciones : 0,Baños : 1,Cocheras : 0,"S/. 1,800.00",USD 483.00
TERRENO COMERCIAL EN ALQUILER,"Lima, Lima, Villa María del Triunfo","Área Terreno : 1,600.00 m2",Área Construida : 0.00 m²,Pisos : 1,Habitaciones : 0,Baños : 0,Cocheras : 0,"S/. 4,500.00","USD 1,209.00"
CASA EN VENTA,"Lima, Lima, San Juan de Lurigancho",Área Terreno : 90.00 m2,Área Construida : 90.00 m²,Pisos : 0,Habitaciones : 7,Baños : 4,Cocheras : 0,"S/. 408,100.00","USD 110,000.00"
LOCAL COMERCIAL EN ALQUILER,"Lima, Lima, San Juan de Lurigancho",Área Construida : 75.00 m²,Área Ocupada : 0 m²,Pisos : 0,Habitaciones : 0,Baños : 2,Cocheras : 0,"S/. 1,400.00",USD 376.00
DEPARTAMENTO FLAT EN VENTA,"Arequipa, Arequipa, Cayma",Área Construida : 85.50 m²,Área Ocupada : 85.50 m²,Pisos : 3,Habitaciones : 2,Baños : 2,Cocheras : 1,"S/. 445,200.00","USD 120,000.00"
DEPARTAMENTO FLAT EN VENTA,"Arequipa, Arequipa, Cayma",Área Construida : 110.00 m²,Área Ocupada : 110.00 m²,Pisos : 4,Habitaciones : 3,Baños : 2,Cocheras : 1,"S/. 556,500.00","USD 150,000.00"
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, Pueblo Libre",Área Construida : 69.00 m²,Área Ocupada : 69.00 m²,Pisos : 3,Habitaciones : 3,Baños : 2,Cocheras : 1,"S/. 600,000.00","USD 161,290.00"
DEPARTAMENTO FLAT EN VENTA,"La Libertad, Trujillo, Trujillo",Área Construida : 152.18 m²,Área Ocupada : 152.18 m²,Pisos : 5,Habitaciones : 2,Baños : 2,Cocheras : 0,"S/. 252,280.00","USD 68,000.00"
TERRENO AGRÍCOLA EN VENTA,"Arequipa, Arequipa, La Joya","Área Terreno : 79,031.00 m2",Área Construida : 0.00 m²,Pisos : 0,Habitaciones : 0,Baños : 0,Cocheras : 0,"S/. 14'660,250.00","USD 3'951,550.00"
DEPARTAMENTO EN CONDOMINIO EN ALQUILER,"Lima, Lima, San Isidro",Área Construida : 50.36 m²,Área Ocupada : 50.36 m²,Pisos : 9,Habitaciones : 1,Baños : 1,Cocheras : 0,"S/. 2,563.00",USD 691.00
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, Santiago de Surco",Área Construida : 135.18 m²,Área Ocupada : 135.18 m²,Pisos : 7,Habitaciones : 4,Baños : 2,Cocheras : 2,"S/. 890,400.00","USD 240,000.00"
EDIFICIOS EN VENTA,"La Libertad, Trujillo, Victor Larco Herrera",Área Terreno : 174.53 m2,Área Construida : 150.48 m²,Pisos : 5,Habitaciones : 15,Baños : 0,Cocheras : 1,"S/. 1'855,000.00","USD 500,000.00"
TERRENO URBANO EN VENTA,"Lima, Lima, Carabayllo","Área Terreno : 1,000.00 m2",Área Construida : 0.00 m²,Pisos : 0,Habitaciones : 0,Baños : 0,Cocheras : 0,"S/. 1'113,000.00","USD 300,000.00"
DEPARTAMENTO EN VENTA,"Lima, Lima, Lima",Área Construida : 59.30 m²,Área Ocupada : 59.30 m²,Pisos : 4,Habitaciones : 2,Baños : 2,Cocheras : 0,"S/. 386,590.00","USD 103,922.00"
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, Santiago de Surco",Área Construida : 173.00 m²,Área Ocupada : 234.00 m²,Pisos : 1,Habitaciones : 2,Baños : 3,Cocheras : 0,"S/. 1'020,250.00","USD 275,000.00"
TERRENO EN VENTA,"Lima, Cañete, Mala",Área Terreno : 148.00 m2,Área Construida : 0.00 m²,Pisos : 0,Habitaciones : 0,Baños : 0,Cocheras : 0,"S/. 178,080.00","USD 48,000.00"
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, Santiago de Surco",Área Construida : 135.18 m²,Área Ocupada : 135.18 m²,Pisos : 7,Habitaciones : 4,Baños : 2,Cocheras : 2,"S/. 890,400.00","USD 240,000.00"
DEPARTAMENTO FLAT EN VENTA,"Arequipa, Arequipa, Cayma",Área Construida : 85.50 m²,Área Ocupada : 85.50 m²,Pisos : 3,Habitaciones : 2,Baños : 2,Cocheras : 1,"S/. 445,200.00","USD 120,000.00"
DEPARTAMENTO EN VENTA,"Lima, Lima, Lima",Área Construida : 36.85 m²,Área Ocupada : 36.85 m²,Pisos : 3,Habitaciones : 1,Baños : 1,Cocheras : 0,"S/. 273,000.00","USD 73,387.00"
DEPARTAMENTO FLAT EN VENTA,"Arequipa, Arequipa, Cayma",Área Construida : 110.00 m²,Área Ocupada : 110.00 m²,Pisos : 4,Habitaciones : 3,Baños : 2,Cocheras : 1,"S/. 556,500.00","USD 150,000.00"
TERRENO EN VENTA,"Cusco, Cusco, Cusco",Área Terreno : 378.89 m2,Área Construida : 0.00 m²,Pisos : 0,Habitaciones : 0,Baños : 0,Cocheras : 0,"S/. 2'811,363.00","USD 757,780.00"
DEPARTAMENTO EN VENTA,"Lima, Lima, Lima",Área Construida : 72.00 m²,Área Ocupada : 72.00 m²,Pisos : 3,Habitaciones : 2,Baños : 2,Cocheras : 0,"S/. 445,000.00","USD 119,623.00"
LOCAL COMERCIAL EN VENTA,"Arequipa, Arequipa, Cerro Colorado",Área Construida : 244.00 m²,Área Ocupada : 0 m²,Pisos : 3,Habitaciones : 13,Baños : 8,Cocheras : 0,"S/. 649,250.00","USD 175,000.00"
EDIFICIOS EN VENTA,"La Libertad, Trujillo, Victor Larco Herrera",Área Terreno : 174.53 m2,Área Construida : 150.48 m²,Pisos : 5,Habitaciones : 15,Baños : 0,Cocheras : 1,"S/. 1'855,000.00","USD 500,000.00"
TERRENO INDUSTRIAL EN VENTA,"Lima, Lima, Lurigancho","Área Terreno : 5,891.40 m2",Área Construida : 237.00 m²,Pisos : 0,Habitaciones : 0,Baños : 0,Cocheras : 0,"S/. 8'740,760.00","USD 2'356,000.00"
CASA EN VENTA,"Lima, Lima, San Juan de Lurigancho",Área Terreno : 90.00 m2,Área Construida : 90.00 m²,Pisos : 0,Habitaciones : 7,Baños : 4,Cocheras : 0,"S/. 408,100.00","USD 110,000.00"
EDIFICIOS EN ALQUILER,"Lima, Lima, San Isidro",Área Terreno : 480.00 m2,"Área Construida : 1,250.00 m²",Pisos : 6,Habitaciones : 0,Baños : 14,Cocheras : 14,"S/. 78,837.00","USD 21,250.00"
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, San Borja",Área Construida : 125.12 m²,Área Ocupada : 125.12 m²,Pisos : 4,Habitaciones : 3,Baños : 2,Cocheras : 1,"S/. 723,450.00","USD 195,000.00"
LOCAL COMERCIAL EN ALQUILER,"Lima, Lima, Puente Piedra",Área Construida : 148.00 m²,Área Ocupada : 0 m²,Pisos : 1,Habitaciones : 0,Baños : 2,Cocheras : 0,"S/. 2,000.00",USD 537.00
DEPARTAMENTO FLAT EN VENTA,"Cusco, Cusco, Wanchaq",Área Construida : 83.30 m²,Área Ocupada : 86.30 m²,Pisos : 4,Habitaciones : 3,Baños : 2,Cocheras : 1,"S/. 434,070.00","USD 117,000.00"
CASA URBANA EN VENTA,"Lima, Lima, Carabayllo",Área Terreno : 72.80 m2,Área Construida : 210.00 m²,Pisos : 3,Habitaciones : 4,Baños : 2,Cocheras : 0,"S/. 426,650.00","USD 115,000.00"
DEPARTAMENTO FLAT EN VENTA,"Cusco, Cusco, Wanchaq",Área Construida : 83.30 m²,Área Ocupada : 86.30 m²,Pisos : 3,Habitaciones : 3,Baños : 2,Cocheras : 1,"S/. 434,070.00","USD 117,000.00"
TERRENO EN VENTA,"Apurimac, Abancay, Abancay",Área Terreno : 200.00 m2,Área Construida : 0.00 m²,Pisos : 0,Habitaciones : 0,Baños : 0,Cocheras : 0,"S/. 667,800.00","USD 180,000.00"
TERRENO URBANO EN VENTA,"Lima, Lima, Lurigancho",Área Terreno : 200.00 m2,Área Construida : 0.00 m²,Pisos : 0,Habitaciones : 0,Baños : 0,Cocheras : 0,"S/. 222,600.00","USD 60,000.00"
TERRENO URBANO EN VENTA,"Lima, Cañete, Calango",Área Terreno : 233.85 m2,Área Construida : 0.00 m²,Pisos : 0,Habitaciones : 0,Baños : 0,Cocheras : 0,"S/. 148,400.00","USD 40,000.00"
CASA URBANA EN VENTA,"Lima, Lima, San Martin de Porres",Área Terreno : 140.00 m2,Área Construida : 320.00 m²,Pisos : 3,Habitaciones : 8,Baños : 6,Cocheras : 2,"S/. 519,400.00","USD 140,000.00"
TERRENO DE PLAYA EN VENTA,"La Libertad, Virú, Viru",Área Terreno : 480.00 m2,Área Construida : 0.00 m²,Pisos : 0,Habitaciones : 0,Baños : 0,Cocheras : 0,"S/. 130,000.00","USD 34,946.00"
TERRENO DE PLAYA EN VENTA,"La Libertad, Virú, Viru",Área Terreno : 240.00 m2,Área Construida : 0.00 m²,Pisos : 0,Habitaciones : 0,Baños : 0,Cocheras : 0,"S/. 60,000.00","USD 16,129.00"
TERRENO URBANO EN VENTA,"Lima, Lima, Carabayllo",Área Terreno : 117.00 m2,Área Construida : 117.00 m²,Pisos : 0,Habitaciones : 0,Baños : 0,Cocheras : 0,"S/. 155,820.00","USD 42,000.00"
TERRENO URBANO EN VENTA,"Ancash, Huaraz, Independencia","Área Terreno : 4,310.00 m2",Área Construida : 0.00 m²,Pisos : 0,Habitaciones : 0,Baños : 0,Cocheras : 0,"S/. 1'818,000.00","USD 488,709.00"
LOCAL COMERCIAL EN ALQUILER,"La Libertad, Trujillo, Trujillo",Área Construida : 800.00 m²,Área Ocupada : 0 m²,Pisos : 0,Habitaciones : 0,Baños : 0,Cocheras : 0,"S/. 7,900.00","USD 2,123.00"
LOCAL COMERCIAL EN ALQUILER,"La Libertad, Trujillo, Trujillo",Área Construida : 400.00 m²,Área Ocupada : 0 m²,Pisos : 0,Habitaciones : 0,Baños : 0,Cocheras : 0,"S/. 5,900.00","USD 1,586.00"
DEPARTAMENTO EN VENTA,"Lima, Lima, Lima",Área Construida : 59.30 m²,Área Ocupada : 59.30 m²,Pisos : 2,Habitaciones : 2,Baños : 2,Cocheras : 0,"S/. 386,590.00","USD 103,922.00"
DEPARTAMENTO FLAT EN VENTA,"Arequipa, Arequipa, Cerro Colorado",Área Construida : 72.33 m²,Área Ocupada : 72.33 m²,Pisos : 3,Habitaciones : 3,Baños : 1,Cocheras : 0,"S/. 278,250.00","USD 75,000.00"
DEPARTAMENTO EN VENTA,"Lima, Lima, Lima",Área Construida : 54.00 m²,Área Ocupada : 61.00 m²,Pisos : 2,Habitaciones : 2,Baños : 2,Cocheras : 0,"S/. 402,360.00","USD 108,161.00"
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, San Miguel",Área Construida : 88.00 m²,Área Ocupada : 88.00 m²,Pisos : 3,Habitaciones : 3,Baños : 2,Cocheras : 0,"S/. 441,490.00","USD 119,000.00"
CASA URBANA EN VENTA,"Arequipa, Arequipa, Cayma",Área Terreno : 128.00 m2,Área Construida : 241.86 m²,Pisos : 2,Habitaciones : 4,Baños : 2,Cocheras : 1,"S/. 519,400.00","USD 140,000.00"
LOCAL COMERCIAL EN VENTA,"Lima, Lima, Santiago de Surco",Área Construida : 6.00 m²,Área Ocupada : 0 m²,Pisos : 2,Habitaciones : 1,Baños : 0,Cocheras : 0,"S/. 174,370.00","USD 47,000.00"
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, San Miguel",Área Construida : 80.68 m²,Área Ocupada : 80.68 m²,Pisos : 10,Habitaciones : 3,Baños : 2,Cocheras : 0,"S/. 363,580.00","USD 98,000.00"
CASA EN ALQUILER,"Arequipa, Arequipa, Socabaya",Área Terreno : 210.10 m2,Área Construida : 510.00 m²,Pisos : 4,Habitaciones : 13,Baños : 10,Cocheras : 0,"S/. 16,000.00","USD 4,301.00"
LOCAL COMERCIAL EN VENTA,"Lima, Lima, Santiago de Surco",Área Construida : 6.00 m²,Área Ocupada : 0 m²,Pisos : 2,Habitaciones : 1,Baños : 0,Cocheras : 0,"S/. 174,370.00","USD 47,000.00"
CASA URBANA EN VENTA,"Lima, Lima, Santiago de Surco",Área Terreno : 281.90 m2,Área Construida : 233.16 m²,Pisos : 2,Habitaciones : 5,Baños : 3,Cocheras : 2,"S/. 1'558,200.00","USD 420,000.00"
CASA URBANA EN VENTA,"Lima, Lima, La Molina","Área Terreno : 1,100.00 m2",Área Construida : 571.35 m²,Pisos : 3,Habitaciones : 5,Baños : 4,Cocheras : 5,"S/. 3'698,870.00","USD 997,000.00"
DEPARTAMENTO EN VENTA,"Lima, Lima, San Martin de Porres",Área Construida : 95.00 m²,Área Ocupada : 95.00 m²,Pisos : 2,Habitaciones : 3,Baños : 1,Cocheras : 0,"S/. 259,700.00","USD 70,000.00"
DEPARTAMENTO DUPLEX EN VENTA,"Lima, Lima, Barranco",Área Construida : 220.00 m²,Área Ocupada : 220.00 m²,Pisos : 6,Habitaciones : 4,Baños : 5,Cocheras : 1,"S/. 1'944,040.00","USD 524,000.00"
CASA URBANA EN VENTA,"Lambayeque, Chiclayo, José Leonardo Ortiz",Área Terreno : 161.00 m2,Área Construida : 161.00 m²,Pisos : 0,Habitaciones : 3,Baños : 2,Cocheras : 0,"S/. 265,000.00","USD 71,236.00"
DEPARTAMENTO EN VENTA,"Lima, Lima, San Martin de Porres",Área Construida : 88.00 m²,Área Ocupada : 88.00 m²,Pisos : 4,Habitaciones : 0,Baños : 0,Cocheras : 0,"S/. 222,600.00","USD 60,000.00"
DEPARTAMENTO EN VENTA,"Lima, Lima, San Martin de Porres",Área Construida : 120.00 m²,Área Ocupada : 120.00 m²,Pisos : 1,Habitaciones : 2,Baños : 1,Cocheras : 0,"S/. 278,250.00","USD 75,000.00"
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, La Victoria",Área Construida : 105.29 m²,Área Ocupada : 105.29 m²,Pisos : 3,Habitaciones : 2,Baños : 1,Cocheras : 0,"S/. 515,690.00","USD 139,000.00"
DEPARTAMENTO EN VENTA,"Lima, Lima, Miraflores",Área Construida : 60.00 m²,Área Ocupada : 60.00 m²,Pisos : 13,Habitaciones : 1,Baños : 1,Cocheras : 1,"S/. 575,050.00","USD 155,000.00"
CASA EN VENTA,"Lima, Lima, Ate",Área Terreno : 204.00 m2,Área Construida : 484.00 m²,Pisos : 3,Habitaciones : 7,Baños : 5,Cocheras : 0,"S/. 1'484,000.00","USD 400,000.00"
DEPARTAMENTO FLAT EN VENTA,"Arequipa, Arequipa, Cerro Colorado",Área Construida : 72.33 m²,Área Ocupada : 72.33 m²,Pisos : 3,Habitaciones : 3,Baños : 1,Cocheras : 0,"S/. 278,250.00","USD 75,000.00"
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, Santiago de Surco",Área Construida : 151.00 m²,Área Ocupada : 206.00 m²,Pisos : 2,Habitaciones : 3,Baños : 3,Cocheras : 2,"S/. 1'083,320.00","USD 292,000.00"
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, San Miguel",Área Construida : 88.00 m²,Área Ocupada : 88.00 m²,Pisos : 3,Habitaciones : 3,Baños : 2,Cocheras : 0,"S/. 441,490.00","USD 119,000.00"
TERRENO COMERCIAL EN VENTA,"Lima, Lima, La Victoria","Área Terreno : 1,128.83 m2",Área Construida : 0.00 m²,Pisos : 0,Habitaciones : 0,Baños : 0,Cocheras : 0,"S/. 18'364,500.00","USD 4'950,000.00"
TERRENO EN VENTA,"Apurimac, Abancay, Abancay",Área Terreno : 200.00 m2,Área Construida : 0.00 m²,Pisos : 0,Habitaciones : 0,Baños : 0,Cocheras : 0,"S/. 667,800.00","USD 180,000.00"
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, San Miguel",Área Construida : 72.34 m²,Área Ocupada : 81.00 m²,Pisos : 9,Habitaciones : 2,Baños : 2,Cocheras : 0,"S/. 367,290.00","USD 99,000.00"
TERRENO DE PLAYA EN VENTA,"La Libertad, Virú, Viru",Área Terreno : 240.00 m2,Área Construida : 0.00 m²,Pisos : 0,Habitaciones : 0,Baños : 0,Cocheras : 0,"S/. 60,000.00","USD 16,129.00"
TERRENO URBANO EN VENTA,"Lima, Lima, Lurin",Área Terreno : 553.00 m2,Área Construida : 0.00 m²,Pisos : 0,Habitaciones : 0,Baños : 0,Cocheras : 0,"S/. 371,000.00","USD 100,000.00"
EDIFICIOS EN VENTA,"Lima, Lima, Carabayllo",Área Terreno : 133.41 m2,Área Construida : 555.40 m²,Pisos : 4,Habitaciones : 15,Baños : 8,Cocheras : 2,"S/. 601,020.00","USD 162,000.00"
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, Carabayllo",Área Construida : 120.00 m²,Área Ocupada : 120.00 m²,Pisos : 4,Habitaciones : 3,Baños : 2,Cocheras : 0,"S/. 166,950.00","USD 45,000.00"
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, La Victoria",Área Construida : 118.31 m²,Área Ocupada : 118.31 m²,Pisos : 1,Habitaciones : 3,Baños : 1,Cocheras : 0,"S/. 482,300.00","USD 130,000.00"
CASA DE PLAYA EN CONDOMINIO EN VENTA,"Lima, Cañete, Cerro Azul",Área Terreno : 180.00 m2,Área Construida : 345.00 m²,Pisos : 3,Habitaciones : 5,Baños : 5,Cocheras : 2,"S/. 1'187,200.00","USD 320,000.00"
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, Santiago de Surco",Área Construida : 110.00 m²,Área Ocupada : 110.00 m²,Pisos : 2,Habitaciones : 2,Baños : 3,Cocheras : 2,"S/. 723,450.00","USD 195,000.00"
LOCAL COMERCIAL EN ALQUILER,"Lima, Lima, Carabayllo",Área Construida : 546.00 m²,Área Ocupada : 0 m²,Pisos : 0,Habitaciones : 0,Baños : 0,Cocheras : 0,"S/. 9,646.00","USD 2,600.00"
TERRENO URBANO EN VENTA,"Piura, Piura, Castilla",Área Terreno : 156.21 m2,Área Construida : 0.00 m²,Pisos : 0,Habitaciones : 0,Baños : 0,Cocheras : 0,"S/. 173,850.00","USD 46,860.00"
DEPARTAMENTO FLAT EN ALQUILER,"Lima, Lima, La Molina",Área Construida : 104.00 m²,Área Ocupada : 104.00 m²,Pisos : 3,Habitaciones : 3,Baños : 2,Cocheras : 0,"S/. 2,200.00",USD 591.00
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, Santiago de Surco",Área Construida : 104.94 m²,Área Ocupada : 104.94 m²,Pisos : 3,Habitaciones : 3,Baños : 2,Cocheras : 1,"S/. 742,000.00","USD 200,000.00"
TERRENO EN ALQUILER,"Lima, Lima, San Juan de Lurigancho",Área Terreno : 425.00 m2,Área Construida : 0.00 m²,Pisos : 0,Habitaciones : 0,Baños : 0,Cocheras : 0,"S/. 1,500.00",USD 403.00
TERRENO DE PLAYA EN VENTA,"La Libertad, Virú, Viru",Área Terreno : 480.00 m2,Área Construida : 0.00 m²,Pisos : 0,Habitaciones : 0,Baños : 0,Cocheras : 0,"S/. 130,000.00","USD 34,946.00"
DEPARTAMENTO EN VENTA,"Lima, Lima, Lima",Área Construida : 54.00 m²,Área Ocupada : 61.00 m²,Pisos : 2,Habitaciones : 2,Baños : 2,Cocheras : 0,"S/. 402,360.00","USD 108,161.00"
TERRENO URBANO EN VENTA,"Lima, Lima, Lurigancho",Área Terreno : 200.00 m2,Área Construida : 0.00 m²,Pisos : 0,Habitaciones : 0,Baños : 0,Cocheras : 0,"S/. 222,600.00","USD 60,000.00"
TERRENO URBANO EN VENTA,"Ancash, Huaraz, Independencia","Área Terreno : 4,310.00 m2",Área Construida : 0.00 m²,Pisos : 0,Habitaciones : 0,Baños : 0,Cocheras : 0,"S/. 1'818,000.00","USD 488,709.00"
TERRENO INDUSTRIAL EN ALQUILER,"Lima, Prov. Const. Del Callao, Ventanilla","Área Terreno : 10,000.00 m2",Área Construida : 0.00 m²,Pisos : 0,Habitaciones : 0,Baños : 0,Cocheras : 0,"S/. 37,100.00","USD 10,000.00"
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, San Juan de Miraflores",Área Construida : 72.00 m²,Área Ocupada : 72.00 m²,Pisos : 5,Habitaciones : 2,Baños : 2,Cocheras : 0,"S/. 215,180.00","USD 58,000.00"
TERRENO URBANO EN VENTA,"Lima, Lima, Lurin",Área Terreno : 553.00 m2,Área Construida : 0.00 m²,Pisos : 0,Habitaciones : 0,Baños : 0,Cocheras : 0,"S/. 371,000.00","USD 100,000.00"
TERRENO EN ALQUILER,"Lima, Lima, San Juan de Lurigancho",Área Terreno : 425.00 m2,Área Construida : 0.00 m²,Pisos : 0,Habitaciones : 0,Baños : 0,Cocheras : 0,"S/. 1,500.00",USD 403.00
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, La Victoria",Área Construida : 118.31 m²,Área Ocupada : 118.31 m²,Pisos : 1,Habitaciones : 3,Baños : 1,Cocheras : 0,"S/. 482,300.00","USD 130,000.00"
LOCAL COMERCIAL EN ALQUILER,"La Libertad, Trujillo, Trujillo",Área Construida : 800.00 m²,Área Ocupada : 0 m²,Pisos : 0,Habitaciones : 0,Baños : 0,Cocheras : 0,"S/. 7,900.00","USD 2,123.00"
LOCAL COMERCIAL EN ALQUILER,"La Libertad, Trujillo, Trujillo",Área Construida : 400.00 m²,Área Ocupada : 0 m²,Pisos : 0,Habitaciones : 0,Baños : 0,Cocheras : 0,"S/. 5,900.00","USD 1,586.00"
TERRENO URBANO EN VENTA,"Piura, Piura, Castilla",Área Terreno : 156.21 m2,Área Construida : 0.00 m²,Pisos : 0,Habitaciones : 0,Baños : 0,Cocheras : 0,"S/. 173,850.00","USD 46,860.00"
CASA URBANA EN VENTA,"Lima, Lima, San Martin de Porres",Área Terreno : 160.00 m2,Área Construida : 480.00 m²,Pisos : 3,Habitaciones : 6,Baños : 3,Cocheras : 0,"S/. 1'187,200.00","USD 320,000.00"
DEPARTAMENTO EN ALQUILER,"Cusco, Cusco, Cusco",Área Construida : 60.00 m²,Área Ocupada : 60.00 m²,Pisos : 1,Habitaciones : 1,Baños : 1,Cocheras : 0,S/. 700.00,USD 188.00
DEPARTAMENTO DUPLEX EN VENTA,"Lima, Lima, La Molina",Área Construida : 205.00 m²,Área Ocupada : 205.00 m²,Pisos : 3,Habitaciones : 6,Baños : 3,Cocheras : 1,"S/. 853,300.00","USD 230,000.00"
CASA URBANA EN VENTA,"Lima, Lima, San Martin de Porres",Área Terreno : 127.00 m2,Área Construida : 305.00 m²,Pisos : 1,Habitaciones : 6,Baños : 4,Cocheras : 1,"S/. 816,200.00","USD 220,000.00"
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, San Bartolo",Área Construida : 72.00 m²,Área Ocupada : 72.00 m²,Pisos : 2,Habitaciones : 2,Baños : 2,Cocheras : 1,"S/. 441,490.00","USD 119,000.00"
CASA EN VENTA,"Lima, Lima, Comas",Área Terreno : 200.00 m2,Área Construida : 200.00 m²,Pisos : 1,Habitaciones : 6,Baños : 4,Cocheras : 0,"S/. 426,650.00","USD 115,000.00"
TERRENO DE PLAYA EN VENTA,"Lima, Cañete, Chilca",Área Terreno : 90.00 m2,Área Construida : 90.00 m²,Pisos : 0,Habitaciones : 0,Baños : 0,Cocheras : 0,"S/. 77,910.00","USD 21,000.00"
CASA URBANA EN VENTA,"Lambayeque, Chiclayo, José Leonardo Ortiz",Área Terreno : 198.00 m2,Área Construida : 450.00 m²,Pisos : 2,Habitaciones : 10,Baños : 6,Cocheras : 0,"S/. 1'113,000.00","USD 300,000.00"
TERRENO URBANO EN VENTA,"La Libertad, Trujillo, Victor Larco Herrera",Área Terreno : 118.80 m2,Área Construida : 0.00 m²,Pisos : 0,Habitaciones : 0,Baños : 0,Cocheras : 0,"S/. 233,730.00","USD 63,000.00"
TERRENO DE PLAYA EN VENTA,"Lima, Cañete, Asia",Área Terreno : 90.00 m2,Área Construida : 90.00 m²,Pisos : 0,Habitaciones : 0,Baños : 0,Cocheras : 0,"S/. 77,910.00","USD 21,000.00"
DEPARTAMENTO EN VENTA,"Lima, Lima, La Molina",Área Construida : 85.17 m²,Área Ocupada : 85.17 m²,Pisos : 3,Habitaciones : 3,Baños : 2,Cocheras : 0,"S/. 471,170.00","USD 127,000.00"
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, Carabayllo",Área Construida : 67.00 m²,Área Ocupada : 67.00 m²,Pisos : 3,Habitaciones : 3,Baños : 2,Cocheras : 0,"S/. 166,950.00","USD 45,000.00"
TERRENO URBANO EN VENTA,"Arequipa, Camana, Camana",Área Terreno : 674.00 m2,Área Construida : 0.00 m²,Pisos : 0,Habitaciones : 0,Baños : 0,Cocheras : 0,"S/. 875,968.00","USD 236,110.00"
TERRENO URBANO EN VENTA,"Lima, Lima, Santa Anita",Área Terreno : 202.00 m2,Área Construida : 0.00 m²,Pisos : 1,Habitaciones : 0,Baños : 0,Cocheras : 0,"S/. 834,750.00","USD 225,000.00"
CASA URBANA EN VENTA,"Lima, Lima, La Molina","Área Terreno : 1,001.00 m2",Área Construida : 314.00 m²,Pisos : 2,Habitaciones : 4,Baños : 4,Cocheras : 4,"S/. 6'678,000.00","USD 1'800,000.00"
CASA URBANA EN VENTA,"Lima, Lima, Miraflores",Área Terreno : 200.00 m2,Área Construida : 330.00 m²,Pisos : 3,Habitaciones : 6,Baños : 4,Cocheras : 3,"S/. 1'892,100.00","USD 510,000.00"
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, San Borja",Área Construida : 90.84 m²,Área Ocupada : 90.84 m²,Pisos : 3,Habitaciones : 3,Baños : 2,Cocheras : 1,"S/. 742,667.00","USD 200,180.00"
DEPARTAMENTO DUPLEX EN VENTA,"Lima, Lima, San Borja",Área Construida : 201.40 m²,Área Ocupada : 164.24 m²,Pisos : 5,Habitaciones : 3,Baños : 4,Cocheras : 2,"S/. 1'456,694.00","USD 392,640.00"
TERRENO EN VENTA,"Lima, Lima, Carabayllo","Área Terreno : 2,000.00 m2","Área Construida : 2,000.00 m²",Pisos : 0,Habitaciones : 0,Baños : 0,Cocheras : 0,"S/. 580,000.00","USD 155,913.00"
AIRES EN VENTA,"Lima, Lima, San Martin de Porres",Área Terreno : 150.00 m2,Área Construida : 20.00 m²,Pisos : 2,Habitaciones : 0,Baños : 0,Cocheras : 0,"S/. 166,950.00","USD 45,000.00"
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, Santiago de Surco",Área Construida : 112.00 m²,Área Ocupada : 112.00 m²,Pisos : 4,Habitaciones : 3,Baños : 3,Cocheras : 2,"S/. 485,639.00","USD 130,900.00"
CASA URBANA EN VENTA,"Lima, Lima, Los Olivos",Área Terreno : 138.00 m2,Área Construida : 138.00 m²,Pisos : 2,Habitaciones : 2,Baños : 1,Cocheras : 1,"S/. 667,800.00","USD 180,000.00"
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, Santiago de Surco",Área Construida : 90.00 m²,Área Ocupada : 90.00 m²,Pisos : 1,Habitaciones : 3,Baños : 2,Cocheras : 1,"S/. 500,850.00","USD 135,000.00"
CASA URBANA EN VENTA,"Junin, Huancayo, Huancayo",Área Terreno : 105.00 m2,Área Construida : 171.00 m²,Pisos : 2,Habitaciones : 3,Baños : 3,Cocheras : 1,"S/. 580,000.00","USD 155,913.00"
CASA URBANA EN VENTA,"Moquegua, Ilo, Ilo",Área Terreno : 135.00 m2,Área Construida : 190.50 m²,Pisos : 2,Habitaciones : 5,Baños : 2,Cocheras : 1,"S/. 345,030.00","USD 93,000.00"
